index,title,monarch,title only,Text that comes after,Text that comes before
129151,Elizabeth II (b.1926),Monarch: Elizabeth II,Elizabeth II, (b.1926),
129268,Margaret Braddock,Monarch: Margaret,Margaret, Braddock,
129347,Margaret Baikie of Tankerness,Monarch: Margaret,Margaret, Baikie of Tankerness,
129355,HM Queen Elizabeth II outside St Magnus Cathedral,Monarch: Elizabeth II,Elizabeth II, outside St Magnus Cathedral,HM Queen 
129392,Margaret Traill Baikie on a Pony at the Hall of Tankerness,Monarch: Margaret,Margaret, Traill Baikie on a Pony at the Hall of Tankerness,
129490,"Margaret Menzies Traill of Holland, Papa Westray",Monarch: Margaret,Margaret," Menzies Traill of Holland, Papa Westray",
129703,Queen Anne (1665â€“1714),Queen Anne,Queen Anne, (1665â€“1714),
129708,James II (1633â€“1701),Monarch: James II,James II, (1633â€“1701),
129789,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
130036,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
130065,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
130083,Queen Anne (1665â€“1714),Queen Anne,Queen Anne, (1665â€“1714),
130133,"The Election in the Guildhall of Oxford, 14 March, 1688 (The Attempt by James II to Force Oxford City Council to Elect His Nominee as Alderman)",Monarch: James II,James II, to Force Oxford City Council to Elect His Nominee as Alderman),"The Election in the Guildhall of Oxford, 14 March, 1688 (The Attempt by "
130268,"Lady Margaret Downing, Wife of Sir Jacob Downing, 4th Bt",Monarch: Margaret,Margaret," Downing, Wife of Sir Jacob Downing, 4th Bt",Lady 
131584,Young Queen Victoria (1819â€“1901),Monarch: Queen Victoria,Queen Victoria, (1819â€“1901),Young 
131596,"Elizabeth II Receiving the Jubilee Address in Westminster Hall, 1977",Monarch: Elizabeth II,Elizabeth II," Receiving the Jubilee Address in Westminster Hall, 1977",
131611,William IV (1765â€“1837),Monarch: William IV,William IV, (1765â€“1837),
131622,"HM Queen Victoria Opening Parliament, 4 February 1845",Monarch: Queen Victoria,Queen Victoria," Opening Parliament, 4 February 1845",HM 
131624,"Latimer Preaching before Edward VI at Paul's Cross, 1521",Monarch: Edward VI,Edward VI," at Paul's Cross, 1521",Latimer Preaching before 
131645,Preparatory Sketches of James IV and Princess Margeret,Monarch: James IV,James IV, and Princess Margeret,Preparatory Sketches of 
131649,"Preparatory Sketches of Mary, Queen of Scots and Lord Darnley","Monarch: Mary, Queen of Scots","Mary, Queen of Scots", and Lord Darnley,Preparatory Sketches of 
131650,Preparatory Sketches of Henry VII and Elizabeth of York,Monarch: Henry VII,Henry VII, and Elizabeth of York,Preparatory Sketches of 
131656,Preparatory Sketches of Edward VI and Mary I,Monarch: Edward VI,Edward VI, and Mary I,Preparatory Sketches of 
131660,Ar. Pe. of Wales (Arthur Prince of Wales),Monarch: Prince of Wales,Prince of Wales,),Ar. Pe. of Wales (Arthur 
131669,Mary (Mary I),Monarch: Mary I,Mary I,),Mary (
131671,Elizabeth (Elizabeth I),Monarch: Elizabeth I,Elizabeth I,),Elizabeth (
131678,James IV (King James IV of Scotland),Monarch: James IV,James IV, (King James IV of Scotland),
131679,Prss. Margaret (Princess Margaret Queen of Scotland),Monarch: Margaret,Margaret, (Princess Margaret Queen of Scotland),Prss. 
131681,James V (King James V of Scotland),Monarch: James V,James V, (King James V of Scotland),
131683,Mary of Scots (Mary Queen of Scots),"Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
131689,"Margaret Haig Thomas (1883â€“1958), Viscountess Rhondda",Monarch: Margaret,Margaret," Haig Thomas (1883â€“1958), Viscountess Rhondda",
131710,Compositional Sketch for 'Charles I Raising His Standard at Nottingham',Monarch: Charles I,Charles I, Raising His Standard at Nottingham',Compositional Sketch for '
131711,Study for 'Charles I Raising his Standard at Nottingham' (Head of a Cavalier),Monarch: Charles I,Charles I, Raising his Standard at Nottingham' (Head of a Cavalier),Study for '
131724,"Erasmus and Thomas More Visit the Children of King Henry VII at Greenwich, 1499",Monarch: Henry VII,Henry VII," at Greenwich, 1499",Erasmus and Thomas More Visit the Children of King 
131757,"John Cabot and His Sons Receive the Charter from Henry VII to Sail in Search of New Lands, 1496",Monarch: Henry VII,Henry VII," to Sail in Search of New Lands, 1496",John Cabot and His Sons Receive the Charter from 
131774,George V (1865â€“1936),Monarch: George V,George V, (1865â€“1936),
131787,"The Field of the Cloth of Gold with Henry VIII and Francis I, 1520",Monarch: Henry VIII,Henry VIII," and Francis I, 1520",The Field of the Cloth of Gold with 
131800,Elizabeth II,Monarch: Elizabeth II,Elizabeth II,,
131822,"Queen Victoria Opening Parliament, 1837",Monarch: Queen Victoria,Queen Victoria," Opening Parliament, 1837",
131896,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
131900,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
131907,William IV (1765â€“1837),Monarch: William IV,William IV, (1765â€“1837),
131915,"Elizabeth I Commissions Raleigh to Sale for America, 1584",Monarch: Elizabeth I,Elizabeth I," Commissions Raleigh to Sale for America, 1584",
131916,"Elizabeth II at the State Opening of Parliament, 1962",Monarch: Elizabeth II,Elizabeth II," at the State Opening of Parliament, 1962",
131923,George IV (1762â€“1830),Monarch: George IV,George IV, (1762â€“1830),
131989,"Her Majesty the Queen, Elizabeth II",Monarch: Elizabeth II,Elizabeth II,,"Her Majesty the Queen, "
131992,"The Right Honourable Margaret Thatcher, Prime Minister",Monarch: Margaret,Margaret," Thatcher, Prime Minister",The Right Honourable 
131996,Queen Victoria (1819â€“1901),Monarch: Queen Victoria,Queen Victoria, (1819â€“1901),
132008,"A View of the Henry VII Chapel and Old Palace Yard, Westminster",Monarch: Henry VII,Henry VII," Chapel and Old Palace Yard, Westminster",A View of the 
132035,"Richard I Leaving England for the Crusades, 1189",Monarch: Richard I,Richard I," Leaving England for the Crusades, 1189",
132046,Edward VII (1841â€“1910),Monarch: Edward VII,Edward VII, (1841â€“1910),
132050,"HRH Charles, Prince of Wales",Monarch: Prince of Wales,Prince of Wales,,"HRH Charles, "
132058,George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),
132079,"Henry VIII and Catherine of Aragon  before Papal Legates at Blackfriars, 1529",Monarch: Henry VIII,Henry VIII," and Catherine of Aragon  before Papal Legates at Blackfriars, 1529",
132091,"The Entrance of Mary I with Princess Elizabeth into London, 1553",Monarch: Mary I,Mary I," with Princess Elizabeth into London, 1553",The Entrance of 
132104,The Commons Petitioning Elizabeth I to Marry,Monarch: Elizabeth I,Elizabeth I, to Marry,The Commons Petitioning 
132119,George VI (1895â€“1952),Monarch: George VI,George VI, (1895â€“1952),
132169,The Trial of Charles I in Westminster Hall,Monarch: Charles I,Charles I, in Westminster Hall,The Trial of 
132191,William IV (1765â€“1837),Monarch: William IV,William IV, (1765â€“1837),
132197,Coronation Banquet of George IV in Westminster Hall,Monarch: George IV,George IV, in Westminster Hall,Coronation Banquet of 
132211,"The Right Honourable Margaret Beckett, MP",Monarch: Margaret,Margaret," Beckett, MP",The Right Honourable 
132213,Queen Victoria,Monarch: Queen Victoria,Queen Victoria,,
132341,Henry VI (1421â€“1471),Monarch: Henry VI,Henry VI, (1421â€“1471),
132407,Queen Anne (1665â€“1714),Queen Anne,Queen Anne, (1665â€“1714),
132432,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
132448,James I (1566â€“1625),Monarch: James I,James I, (1566â€“1625),
132540,'Margaret',Monarch: Margaret,Margaret,','
132753,'Margaret',Monarch: Margaret,Margaret,','
132877,The Departure of Queen Victoria and Prince Albert from St Michael's Mount,Monarch: Queen Victoria,Queen Victoria, and Prince Albert from St Michael's Mount,The Departure of 
133520,"Margaret Darling, nÃ©e Stormonth",Monarch: Margaret,Margaret," Darling, nÃ©e Stormonth",
133597,"Margaret Morris (1891â€“1980), dans 'Le Chant Hindu'",Monarch: Margaret,Margaret," Morris (1891â€“1980), dans 'Le Chant Hindu'",
133604,"Thorenc Head (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)",Thorenc Head (
133606,"At Dinard (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)",At Dinard (
133611,"Megevian (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)",Megevian (
133618,"Spring in the South (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)",Spring in the South (
133619,"Summer, 1914 (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)","Summer, 1914 ("
133625,"DÃ©jeuner au Vatel (Margaret Morris, 1891â€“1980, and Friend)",Monarch: Margaret,Margaret," Morris, 1891â€“1980, and Friend)",DÃ©jeuner au Vatel (
133644,"Danu, Mother of the Gods (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)","Danu, Mother of the Gods ("
133655,"The Branches (Margaret Morris, 1891â€“1980)",Monarch: Margaret,Margaret," Morris, 1891â€“1980)",The Branches (
133904,"The Conference between Mary, Queen of Scots and John Knox at Holyrood Palace, 1561 ","Monarch: Mary, Queen of Scots","Mary, Queen of Scots"," and John Knox at Holyrood Palace, 1561 ",The Conference between 
134024,"Mary, Queen of Scots (1542â€“1587)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots", (1542â€“1587),
134040,"Queen Victoria (1819â€“1901), in Coupar Angus",Monarch: Queen Victoria,Queen Victoria," (1819â€“1901), in Coupar Angus",
134194,"Margaret Catherine MacDuff, nÃ©e Ross, of Bonhard",Monarch: Margaret,Margaret," Catherine MacDuff, nÃ©e Ross, of Bonhard",
134302,"Queen Victoria's Entry to Perth, 1842",Monarch: Queen Victoria,Queen Victoria,"'s Entry to Perth, 1842",
134317,Mrs Margaret Wilson of Bantaskine (b.1780),Monarch: Margaret,Margaret, Wilson of Bantaskine (b.1780),Mrs 
134502,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
134538,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
134571,"Mary, Queen of Scots (1542â€“1587)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots", (1542â€“1587),
134588,"The Head of Mary, Queen of Scots after Her Execution","Monarch: Mary, Queen of Scots","Mary, Queen of Scots", after Her Execution,The Head of 
134626,"Eikon Basilike (Charles I, King & Martyr)",Monarch: Charles I,Charles I,", King & Martyr)",Eikon Basilike (
134885,Queen Anne's Mansions,Queen Anne,Queen Anne,'s Mansions,
135053,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
135432,Queen Anne (1665â€“1714),Queen Anne,Queen Anne, (1665â€“1714),
135433,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
135434,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
135439,Queen Victoria (1819â€“1901),Monarch: Queen Victoria,Queen Victoria, (1819â€“1901),
135445,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
135447,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
135448,George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),
135458,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
135459,Queen Anne (1665â€“1714),Queen Anne,Queen Anne, (1665â€“1714),
135469,"Frederick (1707â€“1751), Prince of Wales",Monarch: Prince of Wales,Prince of Wales,,"Frederick (1707â€“1751), "
135522,Elizabeth I (1533â€“1603),Monarch: Elizabeth I,Elizabeth I, (1533â€“1603),
135873,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
136561,Investiture of the Prince of Wales,Monarch: Prince of Wales,Prince of Wales,,Investiture of the 
136691,Edward VI (1537â€“1553),Monarch: Edward VI,Edward VI, (1537â€“1553),
136807,"The Saluting Platform, Portsmouth in the Reign of Queen Anne",Queen Anne,Queen Anne,,"The Saluting Platform, Portsmouth in the Reign of "
136884,Elizabeth II (b.1926),Monarch: Elizabeth II,Elizabeth II, (b.1926),
136967,Mrs Margaret Plews,Monarch: Margaret,Margaret, Plews,Mrs 
137023,"Field Marshal Sir Cyril J. Deverell (1874â€“1947), GCB, KBE, Chief of the Imperial Staff (1936â€“1937), Colonel of The Prince of Wales's Own (West Yorkshire) Regiment",Monarch: Prince of Wales,Prince of Wales,'s Own (West Yorkshire) Regiment,"Field Marshal Sir Cyril J. Deverell (1874â€“1947), GCB, KBE, Chief of the Imperial Staff (1936â€“1937), Colonel of The "
137111,"Ifor Evans, MA, Principal of Queen Mary College (1944â€“1951)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137112,"Sir Harry W. Melville, Principal of Queen Mary College (1967â€“1976)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137113,"Professor Graham Zellick, Principal of Queen Mary and Westfield College (1990â€“1998)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137114,"Sir James Menter, Principal of Queen Mary College (1976â€“1986)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137116,"Professor Adrian Smith, Principal of Queen Mary, University of London (1998â€“2008)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137117,"Major General Sir Frederick B. Maurice (1871â€“1951), Principal of East London College and Queen Mary College (1933â€“1944)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137118,"Sir Thomas P. Creed, Principal of Queen Mary College (1952â€“1967)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137123,"Professor I. Butterworth, CBE, FRS, Principal of Queen Mary College (1986â€“1990)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
137221,Elizabeth I (1533â€“1603),Monarch: Elizabeth I,Elizabeth I, (1533â€“1603),
137236,"Henry (1594â€“1612), Prince of Wales, Eldest Son of James I",Monarch: Prince of Wales,Prince of Wales,", Eldest Son of James I","Henry (1594â€“1612), "
137237,"Charles I (1600â€“1649), as Duke of York",Monarch: Charles I,Charles I," (1600â€“1649), as Duke of York",
137249,"Margaret of Anjou (1430â€“1482), Foundress of Queens' College and Wife of Henry VI",Monarch: Margaret,Margaret," of Anjou (1430â€“1482), Foundress of Queens' College and Wife of Henry VI",
137285,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
137288,HM Elizabeth II (b.1926),Monarch: Elizabeth II,Elizabeth II, (b.1926),HM 
137295,"HM Queen Elizabeth, The Queen Mother (1900â€“2002), Queen Consort of George VI, Patroness",Monarch: George VI,George VI,", Patroness","HM Queen Elizabeth, The Queen Mother (1900â€“2002), Queen Consort of "
137317,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
